date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-17,01:41:18,4,30.94,131.06,77.55,0.1,42.62,29.9,70,122,122,62,8.2,3.6,27.083333333333332,96.68666666666667
2025-07-17,03:26:21,4,31.18,133.51,77.64,0.1,42.94,30.9,62,100,100,54,5.7,5,32.53666666666667,63.92666666666668
2025-07-17,04:36:30,4,30.53,132.3,77.37,0.09,43.46,31.9,55,115,115,59,4.7,6.7,36.129999999999995,51.00666666666666
2025-07-17,05:23:26,4,30.5,132.8,77.53,0.09,43.47,31.9,55,121,121,63,4.9,8.8,36.825,47.144999999999996
2025-07-17,06:29:31,4,29.87,131.2,77.43,0.08,43.54,32.9,52,126,126,64,4.2,10.3,36.44,46.84
2025-07-17,07:20:51,4,29.11,129,77.17,0.07,43.3,33.9,49,120,120,58,3.7,11.6,39.65,38.06
2025-07-17,08:26:40,4,28.37,127.05,76.59,0.07,42.56,32.9,52,97,97,51,0.7,11.4,40.394999999999996,35.2
2025-07-17,09:23:35,4,27.54,124.69,75.87,0.06,41.47,33.9,49,89,89,47,0.7,9.7,38.88,36.695
2025-07-17,10:21:35,4,26.77,122.2,75.33,0.06,40.43,32.9,52,122,122,66,0.7,9.6,38.879999999999995,35.545
2025-07-17,11:17:10,4,25.92,119.3,75.11,0.06,39.67,32.9,52,114,114,62,0.7,12,36.57,42.04
